Level 0 URI,Level 0 preferred term,Level 1 URI,Level 1 preferred term,Level 2 URI,Level 2 preferred term,Level 3 URI,Level 3 preferred term,Description,Scope note
http://data.europa.eu/esco/skill/S,skills,,,,,,,,
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",,,,,"Communicating, collaborating, liaising, and negotiating with other people, developing solutions to problems, creating plans or specifications for the design of objects and systems, composing text or music, performing to entertain an audience, and imparting knowledge to others.","Excludes:
- Communication or interaction with animals"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.0,"communication, collaboration and creativity",,,"Communicating, collaborating, liaising, and negotiating with other people, developing solutions to problems, creating plans or specifications for the design of objects and systems, composing text or music, performing to entertain an audience, and imparting knowledge to others.","Excludes:
- Communication or interaction with animals"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.0,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.0.0,"communication, collaboration and creativity","Communicating, collaborating, liaising, and negotiating with other people, developing solutions to problems, creating plans or specifications for the design of objects and systems, composing text or music, performing to entertain an audience, and imparting knowledge to others.","Excludes:
- Communication or interaction with animals"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.1,negotiating,,,"Exchanging ideas while analysing issues and interests at stake, enabling opposing sides to resolve disputes and reach agreement, or making decisions to resolve disputes or impose justice.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.1,negotiating,http://data.europa.eu/esco/skill/S1.1.0,negotiating,"Exchanging ideas while analysing issues and interests at stake, enabling opposing sides to resolve disputes and reach agreement, or making decisions to resolve disputes or impose justice.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.1,negotiating,http://data.europa.eu/esco/skill/S1.1.1,negotiating and managing contracts and agreements,"Negotiating and managing contracts and agreements with others concerning matters such as prices, terms of service, employment conditions, access to land and facilities.","Examples include: 
- conclude business agreements
- manage contracts
- negotiate price"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.1,negotiating,http://data.europa.eu/esco/skill/S1.1.2,mediating and resolving disputes,"Working with two or more separate people or groups involved in a disagreement or dispute to bring about an agreement, settlement or compromise.","Excludes:
- Making decisions

Examples include: 
- moderate in negotiations  
- handle financial disputes"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.1,negotiating,http://data.europa.eu/esco/skill/S1.1.3,responding to complaints,Handling and responding to complaints from clients or staff.,"Examples:
- Handle customer complaints
- Manage employee complaints"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.2,liaising and networking,,,"Developing alliances, contacts or partnerships, and exchanging information with others.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.2,liaising and networking,http://data.europa.eu/esco/skill/S1.2.0,liaising and networking,"Developing alliances, contacts or partnerships, and exchanging information with others.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.2,liaising and networking,http://data.europa.eu/esco/skill/S1.2.1,coordinating activities with others,"Communicating and liaising with colleagues, clients and other agencies on operational matters, problems and activities. Cooperating and liaising with outside agencies, clients and other organisational units to adapt the timing and nature of the activities.","Examples include: 
- coordinate construction activities
- communicate production plan
- liaise with logistics management teams"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.2,liaising and networking,http://data.europa.eu/esco/skill/S1.2.3,developing professional relationships or networks,"Developing alliances, contacts or partnerships with colleagues, clients and stakeholders.","Examples include: 
- develop communication networks with shipping sites
- develop professional network
- maintain relationship with suppliers"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.2,liaising and networking,http://data.europa.eu/esco/skill/S1.2.4,advocating for individual or community needs,"Delivering arguments in favour of something, such as a cause, idea, or policy, to benefit another person or a community.","Excludes:
- Promoting goods and services
- Representing clients in legal proceeding

Examples:
- Advocate for healthcare users' needs
- Promote service users' rights
- Influence legislators"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.3,teaching and training,,,"Facilitating the acquisition of new knowledge and skills. Leading and guiding individuals and groups through a process in which they are taught the necessary skills and knowledge for life, future learning or for a particular job or set of jobs.","Excludes:
- Training animals"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.3,teaching and training,http://data.europa.eu/esco/skill/S1.3.0,teaching and training,"Facilitating the acquisition of new knowledge and skills. Leading and guiding individuals and groups through a process in which they are taught the necessary skills and knowledge for life, future learning or for a particular job or set of jobs.","Excludes:
- Training animals"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.3,teaching and training,http://data.europa.eu/esco/skill/S1.3.1,teaching academic or vocational subjects,Instruct students in the theory and practice of academic or vocational subjects.,"Examples:
- Give theory lessons to pilots
- Teach biology
- Teach basic numeracy skills
- Teach industrial arts principles"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.3,teaching and training,http://data.europa.eu/esco/skill/S1.3.2,teaching safety procedures,Teaching safety procedures or standards to other people.,"Examples:
- Educate employees on occupational hazards
- Provide on-board safety training
- Train staff in safety procedures
- Educate public on fire safety"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.3,teaching and training,http://data.europa.eu/esco/skill/S1.3.3,training on operational procedures,"Training employees, students or clients on operational procedures in the work place or and demonstrating the use of equipment or products.","Excludes:
- Teaching vocational subjects as part of formal learning
- Teaching safety procedures and standards
- Coaching

Examples include:
- Teach air cabin crew procedures
- Train operators in using mine machinery
- Demonstrate functionality of software products"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.3,teaching and training,http://data.europa.eu/esco/skill/S1.3.4,training on health or medical topics,"Training patients, health providers, or carers on health or hygiene practices, medical procedures or physcial fitness.","Excludes:
- Teaching medicine or nursing as part of a formal education programme

Examples include:
- Teach first aid principles
- Train medical staff on nutrition
- Educate patient's relations on care"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.3,teaching and training,http://data.europa.eu/esco/skill/S1.3.5,coaching and mentoring,"Actively helping individuals or groups to improve their strengths, life skills, performance, learning skills and confidence and to optimise specific methods, skills or abilities.","Examples:
- Coach during a sports competition
- Assist clients with personal development
- Mentor individual employees"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.4,presenting information,,,Presenting oral or visual material to an audience in order to provide or interpret information.,
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.4,presenting information,http://data.europa.eu/esco/skill/S1.4.0,presenting information,Presenting oral or visual material to an audience in order to provide or interpret information.,
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.4,presenting information,http://data.europa.eu/esco/skill/S1.4.1,presenting general information,Presenting information of a non-technical nature to an audience.,"Excludes:
- Presenting information in legal proceedings
- Presenting research or technical information

Examples:
- Give live presentation
- Deliver presentations on tourism 
- Present reports"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.4,presenting information,http://data.europa.eu/esco/skill/S1.4.2,presenting research or technical information,"Presenting information of a technical or academic nature to an audience, including presenting the results of research.","Examples:
- Present legislation proposal
- Present detailed design proposal
- Perform lectures
- Deliver visual presentation of data"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.4,presenting information,http://data.europa.eu/esco/skill/S1.4.3,presenting information in legal proceedings,"Testifying, presenting evidence or representing clients during legal proceedings.","Examples:
- Present evidence
- Represent clients in court"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.5,advising and consulting,,,"Providing guidance and advice to enable decision-making about tasks, situations, and processes.","Excludes:
- Psychological, behavioural and social counselling; see S3.1.1"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.5,advising and consulting,http://data.europa.eu/esco/skill/S1.5.0,advising and consulting,"Providing guidance and advice to enable decision-making about tasks, situations, and processes.","Excludes:
- Psychological, behavioural and social counselling; see S3.1.1"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.5,advising and consulting,http://data.europa.eu/esco/skill/S1.5.1,"advising on legal, regulatory or procedural matters","Discussing legal matters with clients, disputants, or legal professionals or staff. Explaining and providing advice to others on legal matters, regulations, policies or procedures.","Examples:
- Advise on social service process
- Provide legal advice"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.5,advising and consulting,http://data.europa.eu/esco/skill/S1.5.2,providing financial advice,Explaining financial information and providing financial advice.,"Examples:
- Advise on investment
- Explain financial technicalities to clients"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.5,advising and consulting,http://data.europa.eu/esco/skill/S1.5.3,advising on products and services,Advising others on products or services explaining technical details.,"Examples:
- Advise customers on new equipment
- Provide advice on travel destinations"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.5,advising and consulting,http://data.europa.eu/esco/skill/S1.5.4,providing medical advice,"Explaining medical and healthcare information to patients or family members and/or advising them on medical, health or wellness issues.","Includes:
- Providing advice on animal health

Examples:
- Advise on rehabilitation exercises
- Advise on medical device features
- Offer advice on diet related concerns
- Explain the molecular basis of a disease to patients"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.5,advising and consulting,http://data.europa.eu/esco/skill/S1.5.5,advising on environmental issues,Providing information and advice on environmental protection and sustainability.,"Examples:
- Advise on environmental remediation
- Advise on pollution prevention"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.5,advising and consulting,http://data.europa.eu/esco/skill/S1.5.6,advising on design or use of technologies,"Providing information and advice on technological possibilities, developments and on the uses of technology.","Examples:
- Advise client on technical possibilities
- Provide ICT consulting advice"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.5,advising and consulting,http://data.europa.eu/esco/skill/S1.5.7,advising on business or operational matters,Providing information and advice to improve the efficiency of production and business operations.,"Examples:
- Advise on efficiency improvements
- Advise on personnel management
- Advise on waste management procedures"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.5,advising and consulting,http://data.europa.eu/esco/skill/S1.5.8,advising on educational or vocational matters,"Providing information, advice and guidance on educational and training courses, teaching and learning methods, careers or job search.","Includes:
- Managing own career

Examples:
- Advise on career
- Advise lesson plans
- Advise on training 
- Provide assistance with job search"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.5,advising and consulting,http://data.europa.eu/esco/skill/S1.5.9,advising on workplace health and safety issues,Promoting and providing information and advice on health and safety in the workplace.,"Examples:
- Advise on safety improvements
- Inform on safety standards"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.6,"promoting, selling and purchasing",,,"Using communication strategies or techniques to encourage acceptance of goods, services, or ideas, and to sell or buy and goods or services.","Excludes:
- Trading and other skills involving buying and selling"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.6,"promoting, selling and purchasing",http://data.europa.eu/esco/skill/S1.6.0,"promoting, selling and purchasing","Using communication strategies or techniques to encourage acceptance of goods, services, or ideas, and to sell or buy and goods or services.","Excludes:
- Trading and other skills involving buying and selling"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.6,"promoting, selling and purchasing",http://data.europa.eu/esco/skill/S1.6.1,selling products or services,"Taking orders for and selling goods or services to individuals, households or enterprises.","Excludes:
- Performing financial transactions

Examples:
- Sell office equipment
- Take room service orders
- Deliver a sales pitch
- Upsell products"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.6,"promoting, selling and purchasing",http://data.europa.eu/esco/skill/S1.6.2,"promoting products, services, or programs","Promoting, advertising and marketing goods, services, programs or policies.","Examples:
- Perform public relations
- Advertise new book releases
- Conduct mobile marketing
- Offer free samples
- Promote education programmes"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.6,"promoting, selling and purchasing",http://data.europa.eu/esco/skill/S1.6.3,purchasing goods or services,"Buying and ordering goods, services and supplies.","Excludes:
- Performing financial transactions

Examples:
- Buy advertising space
- Order construction supplies
- Procure electrical machinery
- Purchase fruits and vegetables"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.7,obtaining information verbally,,,Asking questions and listening to others to obtain information.,
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.7,obtaining information verbally,http://data.europa.eu/esco/skill/S1.7.0,obtaining information verbally,Asking questions and listening to others to obtain information.,
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.7,obtaining information verbally,http://data.europa.eu/esco/skill/S1.7.1,interviewing,"Interacting verbally in a formal way, usually using structured questioning, to collect information, determine opinions, or determine suitability of individuals for jobs, roles or tasks.","Examples:
- Adhere to questionnaires
- Interview insurance claimants
- Interrogate individuals"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.7,obtaining information verbally,http://data.europa.eu/esco/skill/S1.7.2,engaging with others to identify needs,"Engaging in discussions in order to identify expectations, requirements, desires, needs and problems of clients, co-workers, students and others.","Examples:
- Identify customer objectives
- Interact with users to gather requirements"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.7,obtaining information verbally,http://data.europa.eu/esco/skill/S1.7.3,listening and asking questions,"Listen carefully to what other people say, patiently understanding points being made, formulating and asking appropriate questions, without interrupting at inappropriate times.","Examples:
- Use questioning techniques
- Listen actively"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.8,working with others,,,"Working with other people, understanding and respecting the roles and competencies of others.","Excludes:
- Management, supervision and coordination of teams"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.8,working with others,http://data.europa.eu/esco/skill/S1.8.0,working with others,"Working with other people, understanding and respecting the roles and competencies of others.","Excludes:
- Management, supervision and coordination of teams"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.8,working with others,http://data.europa.eu/esco/skill/S1.8.1,working in teams,Working confidently within a group with each doing their part in the service of the whole. Understanding and respecting the roles and competencies of other team members.,"Excludes:
- Management, supervision and coordination of teams

Examples:
- Work in multidisciplinary teams 
- Work in assembly line teams
- Collaborate with designers
- Cooperate with colleagues
- Work in a forestry team
- Work in shifts"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.8,working with others,http://data.europa.eu/esco/skill/S1.8.2,giving instructions,"Giving instructions and directions to co-workers, subordinates or students or members of the public by employing various communication techniques. Adjusting communication style to the target audience in order to convey instructions as intended.","Excludes:
- Directing and coordinating operational activities

Examples:
- Give instructions to staff
- Direct airport subcontractors"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.8,working with others,http://data.europa.eu/esco/skill/S1.8.3,giving feedback,"Providing founded feedback on the performance of subordinates, co-workers and students through both criticism and praise in a respectful, clear, and consistent manner. Highlighting achievements as well as mistakes and set up methods of formative assessment.","Examples:
- Provide feedback on job performance
- Give constructive feedback"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.8,working with others,http://data.europa.eu/esco/skill/S1.8.4,accepting feedback,React to valid and well-reasoned opinions and directions about one's work in a positive manner.,"Examples:
- Accept constructive criticism"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.8,working with others,http://data.europa.eu/esco/skill/S1.8.5,following instructions and procedures,Following instructions given verbally or in writing and following standard or agreed procedures.,"Examples:
- Follow a brief
- Follow signalling instructions
- Read job ticket instructions"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.8,working with others,http://data.europa.eu/esco/skill/S1.8.6,assisting and supporting co-workers,"Assisting and supporting colleagues, managers, volunteers and other co-workers in the performance of their tasks or in the operations of a business unit.","Examples:
- Support managers
- Support colleagues
- Assist forestry service crew
- Assist emergency services"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.9,solving problems,,,"Developing and implementing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.","Excludes:
- Repairing and resolving technical problems with machinery and equipment
- Using ICT tools for problem solving"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.9,solving problems,http://data.europa.eu/esco/skill/S1.9.0,solving problems,"Developing and implementing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.","Excludes:
- Repairing and resolving technical problems with machinery and equipment
- Using ICT tools for problem solving"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.9,solving problems,http://data.europa.eu/esco/skill/S1.9.1,developing solutions,"Developing solutions to practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.","Excludes:
- Repairing and resolving technical problems with machinery and equipment
- Using ICT tools for problem solving

Examples:
- Troubleshoot
- Identify improvement actions
- Create solutions to problems"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.9,solving problems,http://data.europa.eu/esco/skill/S1.9.2,implementing new procedures or processes,"Implementing new business procedures or processes to resolve practical, operational or conceptual problems which arise in the execution of work in a wide range of contexts.","Excludes:
- Repairing and resolving technical problems with machinery and equipment
- Using ICT tools for problem solving

Examples:
- Implement transport strategy
- Apply crisis intervention"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.11,designing systems and products,,,"Creating a plan or specification for the construction of an object, system or structure based on aesthetic and/or functional design concepts.","Excludes:
- Styling hair
- Creating artistic, visual or instructive materials"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.11,designing systems and products,http://data.europa.eu/esco/skill/S1.11.0,designing systems and products,"Creating a plan or specification for the construction of an object, system or structure based on aesthetic and/or functional design concepts.","Excludes:
- Styling hair
- Creating artistic, visual or instructive materials"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.11,designing systems and products,http://data.europa.eu/esco/skill/S1.11.1,designing ict systems or applications,"Creating a plan or specification for the design of information systems, computer games, databases and computer networks, systems and applications.","Excludes:
- Designing computer hardware
- Creating artistic, visual or instructive materials

Examples:
- Create software design
- Design user interface
- Define software architecture"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.11,designing systems and products,http://data.europa.eu/esco/skill/S1.11.2,designing electrical or electronic systems or equipment,"Creating a plan or specification for the design and development of electrical, electronic or mechatronic systems, hardware, products, and components.","Examples:
- Design circuit boards
- Design microelectromechanical systems
- Define firmware"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.11,designing systems and products,http://data.europa.eu/esco/skill/S1.11.3,developing recipes or menus,Combining innovative and creative ideas to come up with new recipes for food and beverage products and to create new menus.,"Examples:
- Compile cooking recipes
- Create new food products
- Develop new confectionery products"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.11,designing systems and products,http://data.europa.eu/esco/skill/S1.11.4,designing structures or facilities,"Creating a plan or specification for the design and development of physical structures such as buildings, urban infrastructure, or open spaces.","Examples:
- Design safety equipment
- Design pharmaceutical manufacturing systems
- Design buildings
- Create new landscape designs"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.11,designing systems and products,http://data.europa.eu/esco/skill/S1.11.5,"designing industrial materials, systems or products","Creating or executing a plan or specification for the design of industrial, materials, products, or production systems, based on aesthetic and/or functional design concepts.","Excludes:
- Designing electrical or electronic systems or equipment

Examples:
- Design infrastructure for surface mines
- Design woven fabrics
- Create new enamels"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.12,"creating artistic, visual or instructive materials",,,"Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.12,"creating artistic, visual or instructive materials",http://data.europa.eu/esco/skill/S1.12.0,"creating artistic, visual or instructive materials","Creating and developing visual representations and displays, instructional or promotional materials, or artistic designs or performances.",
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.12,"creating artistic, visual or instructive materials",http://data.europa.eu/esco/skill/S1.12.1,creating visual displays and decorations,"Creating, designing and arranging graphics, visual representations, displays, exhibits or decorations.","Excludes:
- Creating artistic designs

Examples:
- Create flower arrangements
- Set up merchandise displays
- Decorate indoor or outdoor spaces
- Display merchandise
- Design customised maps"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.12,"creating artistic, visual or instructive materials",http://data.europa.eu/esco/skill/S1.12.2,developing instructive or promotional materials,"Creating and developing materials for instructional, educational, advertising or promotional purposes","Examples:
- Design materials for multimedia campaigns
- Prepare lesson content
- Prepare presentation material"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.12,"creating artistic, visual or instructive materials",http://data.europa.eu/esco/skill/S1.12.3,creating artistic designs or performances,"Creating original works of art such as pictures and sculptures, or creating artistic performances such as dance and drama for live or recorded performance.","Examples:
- Devise choreography
- Create sculptures
- Design a music show"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.13,writing and composing,,,"Writing text or composing music, creating original work with regard to format, style and content.","Excludes:
- General writing abilities/literacy
- Writing computer programmes/coding"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.13,writing and composing,http://data.europa.eu/esco/skill/S1.13.0,writing and composing,"Writing text or composing music, creating original work with regard to format, style and content.","Excludes:
- General writing abilities/literacy
- Writing computer programmes/coding"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.13,writing and composing,http://data.europa.eu/esco/skill/S1.13.1,composing music,Composing and arranging music.,"Excludes:
- Composing lyrics

Examples:
- Compose music
- Orchestrate music
- Develop original melodies
- Improvise music"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.13,writing and composing,http://data.europa.eu/esco/skill/S1.13.2,artistic and creative writing,"Writing original text of a creative nature for artistic, journalistic, promotional or similar purposes.","Excludes:
- Revising translations
- Writing computer programmes / coding
Do not use for general writing abilities/literacy.

Examples:
- Write storylines
- Create script for artistic production
- Write headlines
- Perform copywriting"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.13,writing and composing,http://data.europa.eu/esco/skill/S1.13.3,technical or academic writing,"Writing original text of a primarily functional, technical or academic nature; editing text.","Excludes:
- Revising translations
- Writing computer programmes / coding
Do not use for general writing abilities/literacy.

Examples:
- Write manuals
- Draft legislation
- Provide user documentation"
http://data.europa.eu/esco/skill/S,skills,http://data.europa.eu/esco/skill/S1,"communication, collaboration and creativity",http://data.europa.eu/esco/skill/S1.14,performing and entertaining,,,Undertaking activities to entertain an audience or improve personal abilities.,
